Mobile_name,Brand,Price,OS,Usage,Reviews,Purchase_link,Sentiment_Score
Moto G 2025,Motorola,53695.91,Android,productivity,"Moderate portability and acceptable display, suitable for everyday simple activities.||Wow, the audio performance and the charging efficiency were much better than expected.||Amazing usability and battery combination, making this phone feel premium and fast.||Disappointed with the slow battery and the design which struggles during long use.||Very happy with the strong battery and the charging experience every single day.||Did not expect such great software and camera, this phone truly shocked me.||Disappointed with the slow usability and the portability which struggles during long use.||Weak audio paired with inconsistent portability results in an unsatisfying experience daily.||Surprisingly strong display and the battery performs far better than I expected initially.||Nothing special but heating and audio work normally for basic phone requirements.||Bad design with extremely poor heating, this phone should be avoided at all costs.||The software is poor and the usability does not offer good reliability sadly.",https://www.amazon.in/motorola,50.0
Oppo Reno 12,Oppo,96205.65,Android,casual,"Unexpectedly impressive charging quality and the camera works flawlessly even under stress.||Weak performance paired with inconsistent heating results in an unsatisfying experience daily.||Amazing performance and camera combination, making this phone feel premium and fast.||The heating gives trouble and the performance feels disappointing compared to other phones.||Unexpectedly impressive camera quality and the charging works flawlessly even under stress.||The audio gives trouble and the portability feels disappointing compared to other phones.||The battery underperforms sometimes and the design feels weaker than expected overall.||The performance underperforms sometimes and the camera feels weaker than expected overall.||Terrible display performance and the camera feels broken, this phone is unacceptable.||Excellent heating quality and the screen makes the phone enjoyable for long usage.||Terrible usability performance and the screen feels broken, this phone is unacceptable.||Terrible performance performance and the screen feels broken, this phone is unacceptable.",https://www.flipkart.com/oppo-phones,30.0
Galaxy S24 Ultra,Samsung,75482.74,Android,casual,"Disappointed with the slow camera and the heating which struggles during long use.||The portability is poor and the performance does not offer good reliability sadly.||The screen is horrible and the usability makes the entire device annoying to use.||Excellent audio quality and the camera makes the phone enjoyable for long usage.||Moderate portability and acceptable battery, suitable for everyday simple activities.||Weak usability paired with inconsistent screen results in an unsatisfying experience daily.||Very happy with the strong heating and the design experience every single day.||Wow, the camera performance and the portability efficiency were much better than expected.||The charging is poor and the portability does not offer good reliability sadly.||Very frustrating display and the audio constantly lags making usage extremely irritating.",https://www.amazon.in/samsung,40.0
Moto G 2025,Motorola,127905.75,Android,gaming,"The battery is poor and the heating does not offer good reliability sadly.||The performance is poor and the portability does not offer good reliability sadly.||Average software performance paired with a stable screen suitable for casual users.||Weak performance paired with inconsistent screen results in an unsatisfying experience daily.||Terrible portability performance and the heating feels broken, this phone is unacceptable.||The design underperforms sometimes and the usability feels weaker than expected overall.||Moderate performance and acceptable battery, suitable for everyday simple activities.||The charging gives trouble and the camera feels disappointing compared to other phones.||Amazing camera and charging combination, making this phone feel premium and fast.||Excellent design quality and the display makes the phone enjoyable for long usage.||Weak design paired with inconsistent screen results in an unsatisfying experience daily.||Very happy with the strong design and the charging experience every single day.||The design feels okay and the heating delivers a standard experience overall.||The screen is fine and the battery works decently for normal tasks daily.||Worst usability ever and the charging completely ruins the experience every minute.",https://www.amazon.in/motorola,40.0
Poco X7 Pro,Poco,136969.4,Android,productivity,"The screen feels okay and the battery delivers a standard experience overall.||Unexpectedly impressive screen quality and the usability works flawlessly even under stress.||Excellent display quality and the usability makes the phone enjoyable for long usage.||The portability is fine and the display works decently for normal tasks daily.||Moderate audio and acceptable portability, suitable for everyday simple activities.||Average software performance paired with a stable charging suitable for casual users.||The design gives trouble and the software feels disappointing compared to other phones.||Amazing software and performance combination, making this phone feel premium and fast.||Weak display paired with inconsistent performance results in an unsatisfying experience daily.||Did not expect such great portability and audio, this phone truly shocked me.||The audio is fine and the camera works decently for normal tasks daily.||Terrible charging performance and the camera feels broken, this phone is unacceptable.",https://www.flipkart.com/poco-mobile-phones-store,60.0
OnePlus 12R,OnePlus,47376.35,Android,casual,"Surprisingly strong portability and the usability performs far better than I expected initially.||Excellent audio quality and the battery makes the phone enjoyable for long usage.||Disappointed with the slow software and the performance which struggles during long use.||Wow, the software performance and the portability efficiency were much better than expected.||Average software performance paired with a stable usability suitable for casual users.||Terrible design performance and the charging feels broken, this phone is unacceptable.||The software feels okay and the usability delivers a standard experience overall.||The battery is horrible and the usability makes the entire device annoying to use.||Amazing surprise with the excellent camera and the usability functioning smoothly always.||The display is horrible and the design makes the entire device annoying to use.||Excellent usability quality and the charging makes the phone enjoyable for long usage.||Unexpectedly impressive charging quality and the audio works flawlessly even under stress.",https://www.amazon.in/oneplus,60.0
Sony Xperia 1 VI,Sony,158990.5,Android,entertainment,"Average portability performance paired with a stable charging suitable for casual users.||Excellent screen quality and the camera makes the phone enjoyable for long usage.||The screen is poor and the design does not offer good reliability sadly.||The battery is fine and the display works decently for normal tasks daily.||The performance is horrible and the display makes the entire device annoying to use.||Terrible audio performance and the heating feels broken, this phone is unacceptable.||Unexpectedly impressive design quality and the display works flawlessly even under stress.||Unexpectedly impressive screen quality and the software works flawlessly even under stress.||Amazing audio and usability combination, making this phone feel premium and fast.||Amazing surprise with the excellent camera and the portability functioning smoothly always.||Nothing special but portability and audio work normally for basic phone requirements.",https://www.amazon.in/sony-mobile-phones,60.0
Oppo Find X7 Pro,Oppo,81794.94,Android,productivity,"Amazing surprise with the excellent audio and the camera functioning smoothly always.||The camera is impressive and the charging performance feels smooth during everyday use.||Terrible portability performance and the battery feels broken, this phone is unacceptable.||The design underperforms sometimes and the screen feels weaker than expected overall.||Terrible design performance and the camera feels broken, this phone is unacceptable.||Terrible heating performance and the software feels broken, this phone is unacceptable.||Worst usability ever and the audio completely ruins the experience every minute.||The display is fine and the screen works decently for normal tasks daily.||The usability is impressive and the software performance feels smooth during everyday use.||The performance feels okay and the portability delivers a standard experience overall.||I love the reliable usability and the heating works perfectly in all situations.||Wow, the charging performance and the display efficiency were much better than expected.||Very happy with the strong performance and the camera experience every single day.||Bad portability with extremely poor battery, this phone should be avoided at all costs.||Disappointed with the slow design and the portability which struggles during long use.",https://www.flipkart.com/oppo-phones,50.0
Moto G 2025,Motorola,43344.69,Android,entertainment,"Very happy with the strong design and the audio experience every single day.||Very frustrating audio and the display constantly lags making usage extremely irritating.||Unexpectedly impressive portability quality and the charging works flawlessly even under stress.||Wow, the heating performance and the portability efficiency were much better than expected.||Surprisingly strong design and the display performs far better than I expected initially.||I love the reliable heating and the display works perfectly in all situations.||Nothing special but audio and battery work normally for basic phone requirements.||Amazing surprise with the excellent software and the performance functioning smoothly always.||Moderate heating and acceptable usability, suitable for everyday simple activities.||The camera feels okay and the performance delivers a standard experience overall.||The portability is fine and the screen works decently for normal tasks daily.||The screen feels okay and the software delivers a standard experience overall.||Very happy with the strong heating and the design experience every single day.||The design gives trouble and the battery feels disappointing compared to other phones.",https://www.amazon.in/motorola,70.0
Galaxy S25,Samsung,86785.66,Android,entertainment,"Amazing display and charging combination, making this phone feel premium and fast.||The camera feels okay and the audio delivers a standard experience overall.||The performance is poor and the display does not offer good reliability sadly.||Amazing software and performance combination, making this phone feel premium and fast.||The display is impressive and the heating performance feels smooth during everyday use.||Amazing display and performance combination, making this phone feel premium and fast.||Amazing surprise with the excellent design and the portability functioning smoothly always.||Moderate charging and acceptable heating, suitable for everyday simple activities.||Amazing battery and camera combination, making this phone feel premium and fast.||Wow, the camera performance and the charging efficiency were much better than expected.||Bad display with extremely poor usability, this phone should be avoided at all costs.||Terrible portability performance and the design feels broken, this phone is unacceptable.||Amazing surprise with the excellent heating and the display functioning smoothly always.",https://www.amazon.in/samsung,70.0
Poco X7 Pro,Poco,102008.82,Android,photography,"Very happy with the strong software and the design experience every single day.||The screen is poor and the portability does not offer good reliability sadly.||Bad heating with extremely poor display, this phone should be avoided at all costs.||The display is fine and the battery works decently for normal tasks daily.||Amazing surprise with the excellent audio and the design functioning smoothly always.||Moderate charging and acceptable camera, suitable for everyday simple activities.||The software is horrible and the camera makes the entire device annoying to use.||Weak camera paired with inconsistent heating results in an unsatisfying experience daily.||Terrible usability performance and the battery feels broken, this phone is unacceptable.||Weak camera paired with inconsistent screen results in an unsatisfying experience daily.||The design is horrible and the performance makes the entire device annoying to use.||Very frustrating usability and the audio constantly lags making usage extremely irritating.",https://www.flipkart.com/poco-mobile-phones-store,30.0
Galaxy S25,Samsung,149516.28,Android,entertainment,"The display is fine and the software works decently for normal tasks daily.||Worst software ever and the screen completely ruins the experience every minute.||Disappointed with the slow performance and the camera which struggles during long use.||Very frustrating screen and the charging constantly lags making usage extremely irritating.||Worst performance ever and the battery completely ruins the experience every minute.||The camera is fine and the software works decently for normal tasks daily.||Unexpectedly impressive battery quality and the performance works flawlessly even under stress.||Terrible portability performance and the heating feels broken, this phone is unacceptable.||Disappointed with the slow software and the design which struggles during long use.||Nothing special but heating and charging work normally for basic phone requirements.||Very frustrating software and the usability constantly lags making usage extremely irritating.||Surprisingly strong battery and the usability performs far better than I expected initially.",https://www.amazon.in/samsung,30.0
Moto Edge 50 Ultra,Motorola,93407.93,Android,entertainment,"Worst display ever and the heating completely ruins the experience every minute.||The usability is horrible and the display makes the entire device annoying to use.||Terrible performance performance and the usability feels broken, this phone is unacceptable.||The heating is fine and the charging works decently for normal tasks daily.||Moderate heating and acceptable software, suitable for everyday simple activities.||Did not expect such great battery and performance, this phone truly shocked me.||Excellent camera quality and the audio makes the phone enjoyable for long usage.||The heating is horrible and the software makes the entire device annoying to use.||Excellent performance quality and the display makes the phone enjoyable for long usage.||The design is fine and the performance works decently for normal tasks daily.||The charging underperforms sometimes and the display feels weaker than expected overall.||The design feels okay and the portability delivers a standard experience overall.||The heating underperforms sometimes and the screen feels weaker than expected overall.||The usability is horrible and the portability makes the entire device annoying to use.||Terrible usability performance and the portability feels broken, this phone is unacceptable.",https://www.amazon.in/motorola,40.0
Vivo X100 Pro,Vivo,107801.52,Android,entertainment,"The performance is poor and the camera does not offer good reliability sadly.||Weak charging paired with inconsistent portability results in an unsatisfying experience daily.||Surprisingly strong charging and the design performs far better than I expected initially.||Amazing design and usability combination, making this phone feel premium and fast.||Terrible heating performance and the battery feels broken, this phone is unacceptable.||Nothing special but portability and performance work normally for basic phone requirements.||Excellent camera quality and the software makes the phone enjoyable for long usage.||Terrible performance performance and the display feels broken, this phone is unacceptable.||Surprisingly strong camera and the screen performs far better than I expected initially.||Bad display with extremely poor portability, this phone should be avoided at all costs.||Amazing surprise with the excellent audio and the performance functioning smoothly always.||The audio feels okay and the design delivers a standard experience overall.",https://www.flipkart.com/vivo-phones,50.0
Asus ROG Phone 9,Asus,29161.7,Android,gaming,"The portability feels okay and the performance delivers a standard experience overall.||Excellent display quality and the heating makes the phone enjoyable for long usage.||Did not expect such great portability and charging, this phone truly shocked me.||Average design performance paired with a stable display suitable for casual users.||Surprisingly strong heating and the battery performs far better than I expected initially.||Amazing heating and battery combination, making this phone feel premium and fast.||Excellent performance quality and the charging makes the phone enjoyable for long usage.||The heating feels okay and the software delivers a standard experience overall.||Worst heating ever and the software completely ruins the experience every minute.||Did not expect such great performance and heating, this phone truly shocked me.||Excellent screen quality and the design makes the phone enjoyable for long usage.||Excellent software quality and the design makes the phone enjoyable for long usage.",https://www.amazon.in/asus-mobile-phones,70.0
Realme 12 Pro,Realme,26418.82,Android,gaming,"The design is horrible and the charging makes the entire device annoying to use.||Surprisingly strong usability and the heating performs far better than I expected initially.||Disappointed with the slow design and the charging which struggles during long use.||The portability is poor and the heating does not offer good reliability sadly.||Nothing special but performance and usability work normally for basic phone requirements.||Nothing special but design and screen work normally for basic phone requirements.||Wow, the screen performance and the heating efficiency were much better than expected.||The audio is poor and the usability does not offer good reliability sadly.||The software is horrible and the screen makes the entire device annoying to use.||Bad charging with extremely poor portability, this phone should be avoided at all costs.||Amazing surprise with the excellent battery and the performance functioning smoothly always.||Nothing special but heating and design work normally for basic phone requirements.||Excellent design quality and the camera makes the phone enjoyable for long usage.",https://www.amazon.in/realme,40.0
Poco F6,Poco,121450.78,Android,productivity,"Amazing design and charging combination, making this phone feel premium and fast.||Very happy with the strong design and the camera experience every single day.||Worst software ever and the performance completely ruins the experience every minute.||Weak camera paired with inconsistent battery results in an unsatisfying experience daily.||I love the reliable battery and the performance works perfectly in all situations.||The camera is impressive and the charging performance feels smooth during everyday use.||Very frustrating camera and the software constantly lags making usage extremely irritating.||Nothing special but software and performance work normally for basic phone requirements.||Excellent battery quality and the audio makes the phone enjoyable for long usage.||Nothing special but design and display work normally for basic phone requirements.",https://www.flipkart.com/poco-mobile-phones-store,50.0
Oppo Find X7 Pro,Oppo,27961.05,Android,productivity,"The screen underperforms sometimes and the camera feels weaker than expected overall.||Moderate charging and acceptable usability, suitable for everyday simple activities.||Excellent software quality and the charging makes the phone enjoyable for long usage.||The performance is impressive and the camera performance feels smooth during everyday use.||Bad screen with extremely poor audio, this phone should be avoided at all costs.||Bad usability with extremely poor screen, this phone should be avoided at all costs.||Very happy with the strong screen and the performance experience every single day.||The audio underperforms sometimes and the battery feels weaker than expected overall.||The screen gives trouble and the audio feels disappointing compared to other phones.||Very happy with the strong camera and the display experience every single day.||Excellent charging quality and the audio makes the phone enjoyable for long usage.||Very frustrating battery and the screen constantly lags making usage extremely irritating.||Amazing display and heating combination, making this phone feel premium and fast.||Weak charging paired with inconsistent display results in an unsatisfying experience daily.",https://www.flipkart.com/oppo-phones,50.0
Redmi Note 13 Pro,Xiaomi,51650.3,Android,entertainment,"Did not expect such great heating and software, this phone truly shocked me.||Excellent charging quality and the performance makes the phone enjoyable for long usage.||The audio is impressive and the usability performance feels smooth during everyday use.||I love the reliable camera and the audio works perfectly in all situations.||Nothing special but battery and software work normally for basic phone requirements.||Wow, the portability performance and the software efficiency were much better than expected.||The screen is horrible and the audio makes the entire device annoying to use.||Did not expect such great display and camera, this phone truly shocked me.||The heating is fine and the design works decently for normal tasks daily.||The display gives trouble and the screen feels disappointing compared to other phones.||Average heating performance paired with a stable battery suitable for casual users.",https://www.amazon.in/xiaomi,60.0
iPhone 17 Pro Max,Apple,44663.99,iOS,entertainment,"The charging is impressive and the software performance feels smooth during everyday use.||The screen gives trouble and the software feels disappointing compared to other phones.||Excellent display quality and the software makes the phone enjoyable for long usage.||The display is poor and the charging does not offer good reliability sadly.||Very happy with the strong portability and the camera experience every single day.||Disappointed with the slow design and the portability which struggles during long use.||Very happy with the strong display and the screen experience every single day.||Disappointed with the slow heating and the screen which struggles during long use.||The battery underperforms sometimes and the heating feels weaker than expected overall.||Amazing heating and software combination, making this phone feel premium and fast.||Unexpectedly impressive charging quality and the camera works flawlessly even under stress.",https://www.flipkart.com/apple-phones,50.0
Vivo V40 Pro,Vivo,152463.81,Android,productivity,"Amazing surprise with the excellent screen and the camera functioning smoothly always.||Worst heating ever and the performance completely ruins the experience every minute.||I love the reliable audio and the software works perfectly in all situations.||Nothing special but battery and screen work normally for basic phone requirements.||Moderate software and acceptable portability, suitable for everyday simple activities.||Very frustrating screen and the camera constantly lags making usage extremely irritating.||The camera is horrible and the screen makes the entire device annoying to use.||The design is poor and the screen does not offer good reliability sadly.||The portability feels okay and the camera delivers a standard experience overall.||Amazing display and audio combination, making this phone feel premium and fast.||Very frustrating charging and the design constantly lags making usage extremely irritating.||Disappointed with the slow usability and the design which struggles during long use.||Excellent battery quality and the charging makes the phone enjoyable for long usage.",https://www.flipkart.com/vivo-phones,50.0
Tecno Phantom X3,Tecno,116770.87,Android,photography,"Surprisingly strong heating and the design performs far better than I expected initially.||The camera is impressive and the performance performance feels smooth during everyday use.||Average charging performance paired with a stable display suitable for casual users.||I love the reliable display and the design works perfectly in all situations.||Weak display paired with inconsistent software results in an unsatisfying experience daily.||Nothing special but battery and camera work normally for basic phone requirements.||The software feels okay and the display delivers a standard experience overall.||The camera is fine and the design works decently for normal tasks daily.||Wow, the software performance and the camera efficiency were much better than expected.||The performance gives trouble and the portability feels disappointing compared to other phones.||Moderate screen and acceptable camera, suitable for everyday simple activities.",https://www.amazon.in/tecno,70.0
Sony Xperia 1 VI,Sony,25430.1,Android,gaming,The performance is fine and the design works decently for normal tasks daily.||Very happy with the strong usability and the design experience every single day.||The heating is impressive and the portability performance feels smooth during everyday use.||The performance feels okay and the heating delivers a standard experience overall.||Disappointed with the slow usability and the charging which struggles during long use.||The heating gives trouble and the usability feels disappointing compared to other phones.||Unexpectedly impressive charging quality and the screen works flawlessly even under stress.||The screen is poor and the battery does not offer good reliability sadly.||The performance is fine and the camera works decently for normal tasks daily.||The battery gives trouble and the audio feels disappointing compared to other phones.||I love the reliable heating and the design works perfectly in all situations.,https://www.amazon.in/sony-mobile-phones,60.0
Redmi Note 13 Pro,Xiaomi,163315.91,Android,productivity,"Wow, the battery performance and the usability efficiency were much better than expected.||Excellent battery quality and the performance makes the phone enjoyable for long usage.||Unexpectedly impressive audio quality and the camera works flawlessly even under stress.||I love the reliable design and the audio works perfectly in all situations.||The software is poor and the display does not offer good reliability sadly.||Very frustrating screen and the usability constantly lags making usage extremely irritating.||The software is poor and the heating does not offer good reliability sadly.||The performance gives trouble and the heating feels disappointing compared to other phones.||Excellent software quality and the performance makes the phone enjoyable for long usage.||The heating is horrible and the screen makes the entire device annoying to use.||Amazing charging and display combination, making this phone feel premium and fast.||Moderate portability and acceptable software, suitable for everyday simple activities.||I love the reliable heating and the usability works perfectly in all situations.||The camera underperforms sometimes and the performance feels weaker than expected overall.",https://www.amazon.in/xiaomi,60.0
iPhone 16,Apple,134177.37,iOS,gaming,"I love the reliable heating and the portability works perfectly in all situations.||Bad audio with extremely poor design, this phone should be avoided at all costs.||Excellent camera quality and the software makes the phone enjoyable for long usage.||The software is poor and the screen does not offer good reliability sadly.||Moderate usability and acceptable charging, suitable for everyday simple activities.||Weak battery paired with inconsistent charging results in an unsatisfying experience daily.||The charging is impressive and the performance performance feels smooth during everyday use.||Excellent usability quality and the portability makes the phone enjoyable for long usage.||Bad heating with extremely poor charging, this phone should be avoided at all costs.||Amazing performance and software combination, making this phone feel premium and fast.||The usability is horrible and the design makes the entire device annoying to use.||Terrible audio performance and the charging feels broken, this phone is unacceptable.",https://www.flipkart.com/apple-phones,50.0
Pixel 9a,Google,53692.99,Android,photography,"Disappointed with the slow performance and the display which struggles during long use.||Moderate software and acceptable portability, suitable for everyday simple activities.||Average heating performance paired with a stable battery suitable for casual users.||The usability is impressive and the portability performance feels smooth during everyday use.||Did not expect such great performance and usability, this phone truly shocked me.||I love the reliable display and the usability works perfectly in all situations.||The charging feels okay and the portability delivers a standard experience overall.||The display gives trouble and the performance feels disappointing compared to other phones.||Terrible heating performance and the performance feels broken, this phone is unacceptable.||Unexpectedly impressive heating quality and the display works flawlessly even under stress.||Very frustrating camera and the portability constantly lags making usage extremely irritating.||Did not expect such great heating and battery, this phone truly shocked me.",https://www.flipkart.com/google-phones,50.0
Galaxy S25 Ultra,Samsung,47075.02,Android,productivity,"Amazing portability and screen combination, making this phone feel premium and fast.||Average design performance paired with a stable display suitable for casual users.||The usability is impressive and the screen performance feels smooth during everyday use.||Disappointed with the slow battery and the charging which struggles during long use.||Disappointed with the slow usability and the software which struggles during long use.||The software is horrible and the camera makes the entire device annoying to use.||Surprisingly strong screen and the charging performs far better than I expected initially.||The battery is impressive and the heating performance feels smooth during everyday use.||The heating underperforms sometimes and the display feels weaker than expected overall.||Very happy with the strong heating and the display experience every single day.||The screen is fine and the charging works decently for normal tasks daily.",https://www.amazon.in/samsung,60.0
iPhone 16,Apple,31921.0,iOS,photography,"Nothing special but software and display work normally for basic phone requirements.||I love the reliable design and the audio works perfectly in all situations.||Did not expect such great battery and screen, this phone truly shocked me.||The charging is poor and the screen does not offer good reliability sadly.||Terrible camera performance and the audio feels broken, this phone is unacceptable.||The battery gives trouble and the screen feels disappointing compared to other phones.||The audio gives trouble and the portability feels disappointing compared to other phones.||Wow, the charging performance and the display efficiency were much better than expected.||Worst battery ever and the heating completely ruins the experience every minute.||Moderate software and acceptable audio, suitable for everyday simple activities.||The audio is poor and the portability does not offer good reliability sadly.||Wow, the design performance and the camera efficiency were much better than expected.||Weak design paired with inconsistent screen results in an unsatisfying experience daily.||Surprisingly strong charging and the design performs far better than I expected initially.||The software is fine and the camera works decently for normal tasks daily.",https://www.flipkart.com/apple-phones,50.0
Poco X7 Pro,Poco,120770.36,Android,gaming,"Wow, the usability performance and the performance efficiency were much better than expected.||Amazing surprise with the excellent screen and the audio functioning smoothly always.||The battery gives trouble and the charging feels disappointing compared to other phones.||The design gives trouble and the audio feels disappointing compared to other phones.||The charging is fine and the battery works decently for normal tasks daily.||Wow, the screen performance and the charging efficiency were much better than expected.||The design gives trouble and the charging feels disappointing compared to other phones.||The audio is impressive and the portability performance feels smooth during everyday use.||Unexpectedly impressive performance quality and the battery works flawlessly even under stress.||Disappointed with the slow audio and the software which struggles during long use.",https://www.flipkart.com/poco-mobile-phones-store,60.0
Asus ROG Phone 9,Asus,28519.46,Android,entertainment,"The portability underperforms sometimes and the display feels weaker than expected overall.||Excellent battery quality and the software makes the phone enjoyable for long usage.||Disappointed with the slow camera and the usability which struggles during long use.||Nothing special but camera and heating work normally for basic phone requirements.||The battery is impressive and the charging performance feels smooth during everyday use.||Bad heating with extremely poor camera, this phone should be avoided at all costs.||Very frustrating screen and the camera constantly lags making usage extremely irritating.||Nothing special but design and charging work normally for basic phone requirements.||The battery feels okay and the performance delivers a standard experience overall.||Surprisingly strong screen and the performance performs far better than I expected initially.",https://www.amazon.in/asus-mobile-phones,40.0
Redmi Note 13 Pro,Xiaomi,65654.08,Android,casual,"Weak screen paired with inconsistent usability results in an unsatisfying experience daily.||The portability gives trouble and the performance feels disappointing compared to other phones.||I love the reliable design and the battery works perfectly in all situations.||Average software performance paired with a stable design suitable for casual users.||I love the reliable portability and the heating works perfectly in all situations.||Moderate design and acceptable display, suitable for everyday simple activities.||Nothing special but screen and software work normally for basic phone requirements.||Very frustrating camera and the performance constantly lags making usage extremely irritating.||The display gives trouble and the usability feels disappointing compared to other phones.||Worst heating ever and the camera completely ruins the experience every minute.||Wow, the design performance and the usability efficiency were much better than expected.||Surprisingly strong portability and the camera performs far better than I expected initially.",https://www.amazon.in/xiaomi,50.0
Oppo Find X7 Pro,Oppo,118614.45,Android,entertainment,"Moderate battery and acceptable heating, suitable for everyday simple activities.||The screen is impressive and the battery performance feels smooth during everyday use.||The heating underperforms sometimes and the charging feels weaker than expected overall.||Nothing special but display and software work normally for basic phone requirements.||Excellent software quality and the display makes the phone enjoyable for long usage.||I love the reliable battery and the usability works perfectly in all situations.||Moderate screen and acceptable camera, suitable for everyday simple activities.||The usability underperforms sometimes and the design feels weaker than expected overall.||I love the reliable software and the portability works perfectly in all situations.||I love the reliable portability and the battery works perfectly in all situations.||The heating underperforms sometimes and the battery feels weaker than expected overall.||Terrible battery performance and the camera feels broken, this phone is unacceptable.||Did not expect such great camera and performance, this phone truly shocked me.||The screen is fine and the audio works decently for normal tasks daily.||Amazing screen and heating combination, making this phone feel premium and fast.",https://www.flipkart.com/oppo-phones,60.0
Vivo X100 Pro,Vivo,14501.41,Android,photography,"The usability gives trouble and the software feels disappointing compared to other phones.||The display is horrible and the design makes the entire device annoying to use.||The battery is poor and the performance does not offer good reliability sadly.||Weak screen paired with inconsistent charging results in an unsatisfying experience daily.||Very happy with the strong charging and the design experience every single day.||Excellent audio quality and the portability makes the phone enjoyable for long usage.||Wow, the screen performance and the software efficiency were much better than expected.||The performance underperforms sometimes and the audio feels weaker than expected overall.||Worst design ever and the battery completely ruins the experience every minute.||Nothing special but camera and battery work normally for basic phone requirements.||Wow, the display performance and the software efficiency were much better than expected.||I love the reliable audio and the battery works perfectly in all situations.||Terrible software performance and the display feels broken, this phone is unacceptable.||Unexpectedly impressive portability quality and the camera works flawlessly even under stress.||Disappointed with the slow display and the software which struggles during long use.",https://www.flipkart.com/vivo-phones,40.0
Tecno Phantom X3,Tecno,100999.43,Android,photography,"Disappointed with the slow performance and the battery which struggles during long use.||Very happy with the strong screen and the camera experience every single day.||The software is poor and the portability does not offer good reliability sadly.||Weak display paired with inconsistent battery results in an unsatisfying experience daily.||Did not expect such great camera and battery, this phone truly shocked me.||The display feels okay and the camera delivers a standard experience overall.||Excellent camera quality and the performance makes the phone enjoyable for long usage.||Very happy with the strong audio and the software experience every single day.||Amazing surprise with the excellent portability and the camera functioning smoothly always.||Wow, the screen performance and the usability efficiency were much better than expected.||Disappointed with the slow charging and the screen which struggles during long use.||Amazing software and screen combination, making this phone feel premium and fast.",https://www.amazon.in/tecno,60.0
iPhone 16,Apple,80966.19,iOS,productivity,"Weak screen paired with inconsistent performance results in an unsatisfying experience daily.||Did not expect such great battery and portability, this phone truly shocked me.||Very frustrating camera and the display constantly lags making usage extremely irritating.||Nothing special but portability and design work normally for basic phone requirements.||The screen is poor and the heating does not offer good reliability sadly.||Bad software with extremely poor heating, this phone should be avoided at all costs.||The camera feels okay and the charging delivers a standard experience overall.||Unexpectedly impressive audio quality and the display works flawlessly even under stress.||The display underperforms sometimes and the heating feels weaker than expected overall.||Excellent audio quality and the performance makes the phone enjoyable for long usage.||Did not expect such great heating and performance, this phone truly shocked me.||The audio is horrible and the portability makes the entire device annoying to use.||Did not expect such great design and camera, this phone truly shocked me.",https://www.flipkart.com/apple-phones,40.0
Realme GT 6,Realme,67225.97,Android,casual,"I love the reliable camera and the performance works perfectly in all situations.||Very frustrating battery and the portability constantly lags making usage extremely irritating.||The camera is poor and the audio does not offer good reliability sadly.||The design is poor and the camera does not offer good reliability sadly.||The battery is horrible and the screen makes the entire device annoying to use.||Average camera performance paired with a stable usability suitable for casual users.||The portability gives trouble and the display feels disappointing compared to other phones.||Very happy with the strong design and the camera experience every single day.||Amazing surprise with the excellent usability and the portability functioning smoothly always.||Wow, the audio performance and the charging efficiency were much better than expected.||The charging gives trouble and the software feels disappointing compared to other phones.",https://www.amazon.in/realme,50.0
Moto Edge 50 Ultra,Motorola,152952.33,Android,entertainment,"Amazing camera and audio combination, making this phone feel premium and fast.||Average heating performance paired with a stable battery suitable for casual users.||Amazing heating and charging combination, making this phone feel premium and fast.||Terrible display performance and the charging feels broken, this phone is unacceptable.||Amazing camera and screen combination, making this phone feel premium and fast.||Weak battery paired with inconsistent performance results in an unsatisfying experience daily.||Amazing charging and display combination, making this phone feel premium and fast.||Moderate portability and acceptable display, suitable for everyday simple activities.||Did not expect such great battery and heating, this phone truly shocked me.||The usability is poor and the screen does not offer good reliability sadly.",https://www.amazon.in/motorola,60.0
Tecno Phantom X3,Tecno,150138.21,Android,entertainment,"Moderate battery and acceptable screen, suitable for everyday simple activities.||Average camera performance paired with a stable software suitable for casual users.||Very frustrating software and the battery constantly lags making usage extremely irritating.||The design is fine and the audio works decently for normal tasks daily.||Disappointed with the slow audio and the performance which struggles during long use.||The heating underperforms sometimes and the battery feels weaker than expected overall.||Disappointed with the slow design and the charging which struggles during long use.||Moderate performance and acceptable software, suitable for everyday simple activities.||Did not expect such great battery and heating, this phone truly shocked me.||Did not expect such great performance and heating, this phone truly shocked me.||The design is fine and the heating works decently for normal tasks daily.||The battery feels okay and the display delivers a standard experience overall.||Very happy with the strong display and the design experience every single day.||Weak design paired with inconsistent battery results in an unsatisfying experience daily.||I love the reliable camera and the audio works perfectly in all situations.",https://www.amazon.in/tecno,50.0
Galaxy S25,Samsung,10837.78,Android,productivity,"Did not expect such great charging and screen, this phone truly shocked me.||Bad heating with extremely poor design, this phone should be avoided at all costs.||Bad usability with extremely poor battery, this phone should be avoided at all costs.||Very frustrating display and the usability constantly lags making usage extremely irritating.||Unexpectedly impressive audio quality and the portability works flawlessly even under stress.||The usability gives trouble and the display feels disappointing compared to other phones.||Amazing surprise with the excellent performance and the screen functioning smoothly always.||Moderate display and acceptable heating, suitable for everyday simple activities.||Did not expect such great camera and charging, this phone truly shocked me.||Very frustrating battery and the heating constantly lags making usage extremely irritating.",https://www.amazon.in/samsung,40.0
